Country,Year,KWH,CO2
Greenland,2003,2793683268.3828,688792889.3848841
Greenland,2004,3514775306.95853,877862612.2562333
Greenland,2005,1515731126127.459,248892290104.8331
Greenland,2006,3869082452.28866,966922451.2465663
Greenland,2007,715674473405.7384,234072819053.30908
Greenland,2008,1265467282464.7737,244192569026.54196
Greenland,2009,3472217214.964175,831758475.047259
Greenland,2010,4185497426.5856686,1022721359.9343827
Greenland,2011,4101295721.93765,990595542.8296256
Greenland,2012,3571731473.6602144,847316348.0030118
Greenland,2013,3447603117.5016513,809776451.9803541
Greenland,2014,3121158260702.4507,1021873004862.6825
Grenada,1990,689153324.0150783,184561667.6781207
Grenada,1991,712758116.6322383,190569358.47538233
Grenada,1992,740070448.3709784,197627953.7902547
Grenada,1993,815447963.9372361,207729716.69029534
Grenada,1994,865578791.1085182,230039788.28221512
Grenada,1995,937300164.9522561,238285067.16700056
Grenada,1996,937054723.266196,246562131.02062494
Grenada,1997,1092709958.588716,281692378.5877801
Grenada,1998,1175688885.7264569,320405872.1172986
Grenada,1999,1236231433.60242,337585801.6962285
Grenada,2000,1253495296.961959,341722986.7371888
Grenada,2001,1296137530.4219518,352624997.8398211
Grenada,2002,1335384595.3698065,362718433.9375438
Grenada,2003,1425358902.3078713,388085041.037398
Grenada,2004,1363410246.6463025,372964845.43452966
Grenada,2005,1444085196.4226649,395353318.5970954
Grenada,2006,1515032847.45587,413183766.49719405
Grenada,2007,1592215608.854929,432392748.35042167
Grenada,2008,1702663908.9702468,463565357.303559
Grenada,2009,1665730856.9916103,452306014.6669285
Grenada,2010,1719573972.9393277,467098522.44433916
Grenada,2011,1673298175.687591,456500954.6838194
Grenada,2012,1726609028.4138398,470656455.8565101
Grenada,2013,1856428888.5550861,504671637.68155164
Grenada,2014,1692145143.8022556,463151314.81342256
Guadeloupe,1990,7135260076.56,1797693347.1368418
Guadeloupe,1991,7487373878.129999,1844319934.4698741
Guadeloupe,1992,7567615516.990001,1886189746.8888237
Guadeloupe,1993,7763836164.722,1930169398.1209712
Guadeloupe,1994,8236610259.901999,2052835886.4618928
Guadeloupe,1995,8735811543.692001,2180165028.538446
Guadeloupe,1996,9337520115.722,2336339186.866885
Guadeloupe,1997,9842598199.162,2463341700.183497
Guadeloupe,1998,11649917044.492,2999612456.2908416
Guadeloupe,1999,11042486592.562,2831859664.193154
Guadeloupe,2000,11053027677.141998,2835999115.796456
Guadeloupe,2001,11522002458.602001,2963495183.6751943
Guadeloupe,2002,11902092566.552002,3054309146.117689
Guadeloupe,2003,12158958745.792,3130239246.148147
Guadeloupe,2004,12647691414.721998,3253944327.138732
Guadeloupe,2005,12198508969.422,3125988696.607055
Guadeloupe,2006,11934423876.592,3054293304.503446
Guadeloupe,2007,12663704715.822,3254758655.5229645
Guadeloupe,2008,12363759142.392,3182173243.4358106
Guadeloupe,2009,12468396034.502,3205390831.598815
Guadeloupe,2010,12573843442.122,3213335040.531345
Guadeloupe,2011,12958798823.122002,3333730192.208557
Guadeloupe,2012,13477546129.032,3466087166.838394
Guadeloupe,2013,13513215825.032,3473572028.7241216
Guadeloupe,2014,13545882539.431997,3483170701.4386497
Guam,1990,1720502000.0,334211500.0
Guam,1991,1866302000.0,362555500.0
Guam,1992,1893202000.0,368097500.0
Guam,1993,2103511000.0,409103750.0
Guam,1994,2223844000.0,432880000.0
Guam,1995,2158544000.0,421035000.0
Guam,1996,2321524000.0,453597000.0
Guam,1997,2327064000.0,453400000.0
Guam,1998,2344664000.0,456176000.0
Guam,1999,2455852000.0,480704000.0
Guam,2000,2481552000.0,484490000.0
Guam,2001,2482552000.0,484299000.0
Guam,2002,2218352000.0,434202000.0
Guam,2003,2239452000.0,435445000.0
Guam,2004,2373952000.0,462042000.0
Guam,2005,2698752000.0,541884000.0
Guam,2006,2697752000.0,542054000.0
Guam,2007,2698553000.0,543080250.0
Guam,2008,2701653000.0,543939250.0
Guam,2009,2662152200.0,534785050.0
Guam,2010,2671652200.0,536145050.0
Guam,2011,2619052200.0,524703050.0
Guam,2012,2547852200.0,511033050.0
Guam,2013,2472452200.0,496565050.0
Guam,2014,2498552200.0,502138050.0
Guatemala,1990,1023079482376.736,276996473231.28094
Guatemala,1991,934093067936.354,277447418602.64386
Guatemala,1992,942083140049.9221,279775191007.27716
Guatemala,1993,1043111692506.1803,283519896045.77606
Guatemala,1994,953313252342.98,283858123515.2983
Guatemala,1995,1055705435170.7618,287284077183.7567
Guatemala,1996,963562075712.5859,286951703611.546
Guatemala,1997,606465208648.4479,159913134224.91986
Guatemala,1998,521199466936.2,160785414165.43985
Guatemala,1999,1137533833077.6958,336895754497.45514
Guatemala,2000,1148349770463.637,340630424954.64124
Guatemala,2001,1161940289436.3103,344579964659.7179
Guatemala,2002,1165959932288.07,345359766273.24884
Guatemala,2003,1167674215921.47,345817659172.0678
Guatemala,2004,1174715798174.1902,347450672068.216
Guatemala,2005,1270146668650.0244,358236719378.681
Guatemala,2006,714395778998.2861,219051611871.7581
Guatemala,2007,413007128210.064,133327110929.34406
Guatemala,2008,473703303495.851,136088426688.55017
Guatemala,2009,424275822515.7849,136779624666.28188
Guatemala,2010,424798211897.9068,138994253918.74258
Guatemala,2011,420668707232.2968,136026790399.14537
Guatemala,2012,414103546992.8188,134142259568.73808
Guatemala,2013,422929517806.16876,136161671511.11269
Guatemala,2014,481158840277.7344,154303242663.42538
Guernsey,2002,453619417.47324,114028737.75956911
Guernsey,2003,439852803.66524,110503785.41759706
Guernsey,2004,478575020.883,120299691.100851
Guernsey,2005,453721861.9049324,113965522.57050161
Guernsey,2006,553360291.8911932,139106365.44608268
Guernsey,2007,810502925.6207416,204232363.54708523
Guernsey,2008,665772051.0627736,167798472.90649125
Guernsey,2009,882383436.7342505,222727750.15010852
Guernsey,2010,811046409.2357732,204525831.556951
Guernsey,2011,593719895.8435512,149394912.9428677
Guernsey,2012,556846001.02,140668035.51160198
Guernsey,2013,1294056405.02,327418850.82936203
Guernsey,2014,1074139622.54,271628120.4382708
Guinea,1990,117466872693.80798,45008964400.52359
Guinea,1991,122381979397.268,46911017863.51054
Guinea,1992,90990697060.44,34743009327.693
Guinea,1993,118395009290.20001,35732871022.67599
Guinea,1994,95027828061.52,36259738783.82883
Guinea,1995,165747801610.448,54182213169.650826
Guinea,1996,142924452967.856,54740511523.61285
Guinea,1997,124062219287.51999,37687832529.667145
Guinea,1998,124785793001.16512,37875847122.37038
Guinea,1999,165228593792.42297,53599650904.63767
Guinea,2000,164129610930.02127,53103437644.41747
Guinea,2001,165027310990.00937,53397124329.03061
Guinea,2002,165897769556.71802,53686695442.34755
Guinea,2003,140642552194.95972,53516822735.09886
Guinea,2004,141642036916.50818,53824872621.88514
Guinea,2005,168475109565.11636,54620746800.763855
Guinea,2006,143274266457.60895,54437198844.30991
Guinea,2007,144401966048.33868,54793224228.31224
Guinea,2008,171202021658.60703,55577569290.51845
Guinea,2009,146380561813.9027,55502294321.64644
Guinea,2010,148591976578.9523,56179597872.10109
Guinea,2011,2875547629461.6626,834629398979.5339
Guinea,2012,2875952175538.829,834755943231.2917
Guinea,2013,2875303725334.7705,834650217460.1566
Guinea,2014,150392793893.948,56914154442.378815
Guinea-Bissau,1990,22306231354.917603,8561042278.555039
Guinea-Bissau,1991,22509204544.273804,8638115275.277721
Guinea-Bissau,1992,22719959125.54,8718614976.552765
Guinea-Bissau,1993,23269990877.916805,8814516069.033915
Guinea-Bissau,1994,22999490565.783203,8820559095.736996
Guinea-Bissau,1995,23637169835.126404,8956371777.858612
Guinea-Bissau,1996,23993224340.592003,9094207901.255648
Guinea-Bissau,1997,24370285136.854,9230440066.256123
Guinea-Bissau,1998,25031783924.4612,9510247823.20318
Guinea-Bissau,1999,25966522653.6738,9862737628.77171
Guinea-Bissau,2000,26673454931.265404,10155300935.230532
Guinea-Bissau,2001,27095320935.623795,10317746497.865934
Guinea-Bissau,2002,27525839309.344803,10483015049.901608
Guinea-Bissau,2003,27798263408.307796,10681402922.994518
Guinea-Bissau,2004,28268945638.438797,10857737079.286213
Guinea-Bissau,2005,29708357186.738598,11045615182.547556
Guinea-Bissau,2006,29162294770.169792,11199640541.566734
Guinea-Bissau,2007,29668296423.003597,11386933557.60311
Guinea-Bissau,2008,31070406527.85421,11565489107.626926
Guinea-Bissau,2009,30556958776.978798,11730296213.79525
Guinea-Bissau,2010,31030003348.653797,11910597085.696604
Guinea-Bissau,2011,31491045521.653202,12085994121.504313
Guinea-Bissau,2012,31956077670.224407,12263071699.26319
Guinea-Bissau,2013,32432467216.7384,12443832887.734852
Guinea-Bissau,2014,32948863929.85481,12636371558.84884
Guyana,1990,80032478816.96,5197262461.005003
Guyana,1991,7727202802.5199995,2018233357.866503
Guyana,1992,8009091542.43,1953929391.3211691
Guyana,1993,76250802374.13152,3462818215.9496193
Guyana,1994,10437615502.695433,2628359436.333491
Guyana,1995,78166923149.2669,3949027139.9205394
Guyana,1996,11230410381.62259,2785300878.5626564
Guyana,1997,19593068745.6545,3022859511.095986
Guyana,1998,11721210284.352503,2934910734.0857253
Guyana,1999,12246651235.570145,2978153178.496642
Guyana,2000,11779305794.897974,2890295194.4229264
Guyana,2001,11765799800.437616,2850204724.196463
Guyana,2002,12002093897.502243,2818203002.9024544
Guyana,2003,11963898774.126865,2857942782.3417788
Guyana,2004,12054535718.07889,2807483650.719553
Guyana,2005,74559175795.30042,3701786584.2897525
Guyana,2006,9994860767.252985,2350438906.80699
Guyana,2007,11141666321.203112,2654945259.5654626
Guyana,2008,91809482017.22131,4087897525.5277433
Guyana,2009,10786461160.685556,2582835065.153072
Guyana,2010,11442197363.837511,2762972714.5576334
Guyana,2011,12153634289.915699,2839102293.6413555
Guyana,2012,12606697902.376755,3028765645.791234
Guyana,2013,11941889884.07945,2894966898.445071
Guyana,2014,12381135759.768545,3063646458.138673
Haiti,1990,222055422989.2541,75840785206.78206
Haiti,1991,67804564818.42317,25424547664.977745
Haiti,1992,71303527709.67741,26844712346.86267
Haiti,1993,226183001544.49,77605389355.89622
Haiti,1994,71351682709.445,27102679387.638332
Haiti,1995,74900199809.87881,28135317470.394833
Haiti,1996,86031637419.8663,32382174842.35479
Haiti,1997,90708558915.13643,32607495670.631355
Haiti,1998,87807564071.91771,32987945574.025753
Haiti,1999,87945445122.76865,32913273280.350445
Haiti,2000,83915063626.01498,31416594743.816093
Haiti,2001,84702449215.69926,31642590764.804565
Haiti,2002,94718647428.42918,35495578162.772865
Haiti,2003,90957839039.32932,34122904292.0572
Haiti,2004,91111888958.98026,34019248551.38789
Haiti,2005,157739659161.58972,58064074942.19549
Haiti,2006,158543037176.55573,59809294653.36737
Haiti,2007,164189660747.68423,61922447444.41369
Haiti,2008,172521540740.10767,63832968149.40407
Haiti,2009,173607827779.6152,65704640639.55891
Haiti,2010,177271301649.40332,67264916794.54827
Haiti,2011,183880256752.3079,69696963261.73195
Haiti,2012,190502677226.9624,72117864527.13725
Haiti,2013,191721448171.8984,72488163207.09636
Haiti,2014,343709743860.2188,121956623707.72862
Honduras,1990,219241157760.124,69674172329.88739
Honduras,1991,118204068134.72398,42707376264.34288
Honduras,1992,119068939927.33199,42886016681.432785
Honduras,1993,216887138994.89398,69767953928.0869
Honduras,1994,122131191547.96399,43687866878.3218
Honduras,1995,141489535277.30402,44800893550.82346
Honduras,1996,125395644236.67998,44556111617.45079
Honduras,1997,141299518934.512,44968347694.321846
Honduras,1998,130439163619.52599,45868346368.90819
Honduras,1999,130549303549.38402,46116724916.23438
Honduras,2000,123701978201.47198,43940192032.92869
Honduras,2001,127111457443.792,44819609188.63863
Honduras,2002,91808753760.35846,30908509645.68201
Honduras,2003,97360359578.28516,32701502722.850956
Honduras,2004,102957474917.7546,34524929780.228485
Honduras,2005,125508409085.03258,36819328217.44416
Honduras,2006,115080166885.6908,38289618369.54841
Honduras,2007,124177338915.57704,40884848225.00514
Honduras,2008,143896169841.24203,42820164140.02003
Honduras,2009,128243059375.87978,42639178622.107
Honduras,2010,130665918370.52126,43511321843.390976
Honduras,2011,145254594151.48904,49002034678.87224
Honduras,2012,148190483701.87552,49943831868.6827
Honduras,2013,151413624865.99823,50974961776.87809
Honduras,2014,154489470161.39563,52122935818.604095
Hungary,1990,72310709656344.42,23551028840924.633
Hungary,1991,12097484908903.857,3923615689430.9497
Hungary,1992,618162267655.1708,166001798784.25128
Hungary,1993,72192202766938.11,23520497957776.637
Hungary,1994,627539177580.836,167660791980.43802
Hungary,1995,15615354060360.797,5072505936182.687
Hungary,1996,651143198012.53,172533661550.41412
Hungary,1997,71333490809653.88,23337658617613.58
Hungary,1998,71327215236575.58,23337423959458.633
Hungary,1999,71330880831765.4,23339961282970.78
Hungary,2000,17885445089601.004,5800541604518.09
Hungary,2001,17840317302659.832,5800891683937.377
Hungary,2002,17849474349107.926,5802239250503.165
Hungary,2003,700906851104.0919,185765309782.16177
Hungary,2004,697615322065.0953,185220258330.7047
Hungary,2005,61917013119628.48,20160259244133.043
Hungary,2006,714854361824.9836,190223236452.32684
Hungary,2007,14934723517622.312,4775333073116.332
Hungary,2008,9742431801578.004,3076537670872.4116
Hungary,2009,535801949689.7127,141177563285.9175
Hungary,2010,573925131925.6055,151492177582.61453
Hungary,2011,548800530386.8007,144821692691.1065
Hungary,2012,523062233718.7491,138210015057.24152
Hungary,2013,503460226264.3486,133958391200.49068
Hungary,2014,64768825144287.26,21181033502111.973
Iceland,1990,203469254854.544,7485451705.527861
Iceland,1991,18187435024.196,3734875086.845003
Iceland,1992,19280069180.34,4001665658.08535
Iceland,1993,203743805917.39606,7490641508.866112
Iceland,1994,20128823197.664,4182932021.7239175
Iceland,1995,204453141923.676,7624640174.679168
Iceland,1996,21417367058.034,4440382123.951805
Iceland,1997,205529974388.308,7766453832.7073
Iceland,1998,22915066348.031998,4599813840.977493
Iceland,1999,208251053084.87003,8206403936.589251
Iceland,2000,209960271424.13397,8570451724.176744
Iceland,2001,25514674667.036,4981738133.151605
Iceland,2002,26116359594.733997,5043015373.18959
Iceland,2003,25825694065.396,4932921113.553126
Iceland,2004,27629597315.865997,5394441298.357865
Iceland,2005,212023904808.682,8911358019.605305
Iceland,2006,29444489581.01,5729047146.947634
Iceland,2007,32303889728.012,6165736681.4579525
Iceland,2008,219901423402.988,9459244085.731762
Iceland,2009,35842404964.68,6039330240.608329
Iceland,2010,34958698739.119995,5728784052.972756
Iceland,2011,35446216176.122,5855827646.429083
Iceland,2012,36024384847.49,6006073066.251194
Iceland,2013,37161675986.274,6176702456.58119
Iceland,2014,37335629295.395996,6186105015.237492
India,1990,1996267609924791.2,651646213732119.1
India,1991,15712065463500.588,4790553061104.127
India,1992,15879890959309.924,4841291331259.302
India,1993,2443957555494280.0,798331498024726.2
India,1994,523342628941462.2,171024563673554.84
India,1995,26473348934101.715,7466945695368.851
India,1996,16728175276359.072,5069260546393.519
India,1997,600773562129446.6,194665168566672.78
India,1998,629532295931044.4,204884696997826.6
India,1999,22950860708072.0,6255724860530.049
India,2000,23251587535153.816,6332405561079.624
India,2001,19179739527978.938,5943982899254.788
India,2002,19417601431753.574,6016789518907.142
India,2003,19775021322618.47,6129512797409.466
India,2004,20228846402159.555,6258343787542.258
India,2005,2238363553524575.8,730424414697271.9
India,2006,21710578321764.65,6700460465732.461
India,2007,486198600907691.9,157438248956265.56
India,2008,910860205494104.2,295670010507674.7
India,2009,23589230754906.043,7260989702521.49
India,2010,24050334758755.355,7373877435911.822
India,2011,25109741460703.098,7689845166452.481
India,2012,25960958864325.14,7958163515529.621
India,2013,26495332294023.92,8101054354106.024
India,2014,2322906239534490.5,758255035226090.2
Indonesia,1990,701732942835931.2,255445758927178.16
Indonesia,1991,12169167098192.334,3559585990502.6577
Indonesia,1992,12329887999963.418,3606927018616.4614
Indonesia,1993,704440084093035.9,256051553798930.34
Indonesia,1994,12604076742416.402,3684294892700.123
Indonesia,1995,134146617914640.67,43360617007740.2
Indonesia,1996,12294046454041.195,3533189248976.3296
Indonesia,1997,203084795785577.3,69758464328055.97
Indonesia,1998,32582584831358.367,7608894942295.552
Indonesia,1999,33832173431794.12,8042555020671.938
Indonesia,2000,33921344820044.418,8067397213586.728
Indonesia,2001,13044054826181.393,3874097188567.6147
