Country,Year,KWH,CO2
Malawi,2003,72968758343.54965,25877455366.071354
Malawi,2004,73551517136.4153,26063503914.171818
Malawi,2005,96678987920.98499,29012206098.751484
Malawi,2006,74494547008.57468,26463828624.300816
Malawi,2007,83391412351.54973,29290780937.507214
Malawi,2008,100007309022.8702,29978588593.101852
Malawi,2009,77662906873.00334,27330587795.82357
Malawi,2010,79204337881.26859,27841296915.09511
Malawi,2011,80154548968.33337,28169070684.688675
Malawi,2012,80774866807.18793,28386846072.951694
Malawi,2013,81822608857.04459,28762680975.85767
Malawi,2014,6611200495562.797,2167156834698.1567
Malaysia,1990,27495173036559.79,6361322304343.084
Malaysia,1991,7368362848189.401,2083018459656.2227
Malaysia,1992,7394130919547.25,2088558125749.7437
Malaysia,1993,34072904941245.285,7948374649446.286
Malaysia,1994,7545463011352.637,2120062468031.2412
Malaysia,1995,7830879141058.647,2159393379554.0554
Malaysia,1996,7758150302050.981,2166789387604.0183
Malaysia,1997,31514291533257.633,6926947561331.164
Malaysia,1998,7140616276695.873,1984391801025.9165
Malaysia,1999,7068946740873.889,1959760689353.1047
Malaysia,2000,7133244331996.758,1973426275228.3936
Malaysia,2001,5737630715343.544,1576492540317.7156
Malaysia,2002,5797733168596.87,1592127533578.1836
Malaysia,2003,5912179865300.966,1618313175168.4885
Malaysia,2004,6019190744374.149,1647720380999.8955
Malaysia,2005,32139808064186.184,6913675311152.721
Malaysia,2006,5791797136680.174,1571797110623.5852
Malaysia,2007,33340783601932.86,7317697358227.644
Malaysia,2008,34484495736333.402,7715702267579.813
Malaysia,2009,9680439454996.98,2690116600865.0356
Malaysia,2010,9801667342751.29,2718584997828.0903
Malaysia,2011,8008534754384.835,2204636163843.138
Malaysia,2012,7907416405411.527,2184497144922.7712
Malaysia,2013,7996159745059.742,2203379583691.8945
Malaysia,2014,30482070458090.805,8128779602666.789
Maldives,1990,1256891690.5307999,345367835.728387
Maldives,1991,1186137912.0984,327748939.84192604
Maldives,1992,1590787121.5064,435011223.574796
Maldives,1993,1461102702.6034,400250042.1897635
Maldives,1994,1570659617.1822002,428708197.4422706
Maldives,1995,1888002832.8764,512306832.40597105
Maldives,1996,2068620721.7642,559803187.4624255
Maldives,1997,2335971898.2672,631345200.035658
Maldives,1998,2378323365.3928,640531053.199892
Maldives,1999,2962233736.381,794872037.9624275
Maldives,2000,2983115656.9508,801016607.724037
Maldives,2001,2576160899.1198,693424168.1027346
Maldives,2002,3038532588.1046,816368062.0025065
Maldives,2003,2705957642.8142004,729338239.2813506
Maldives,2004,3462730528.9876003,924875786.202489
Maldives,2005,3210307804.6495996,857003337.8412439
Maldives,2006,3992992120.2116,1063547565.136699
Maldives,2007,4158743632.677,1104267917.7909167
Maldives,2008,4552923049.298,1205010570.733847
Maldives,2009,4815563892.9572,1272373194.5965312
Maldives,2010,4792400234.2114,1270154832.2482336
Maldives,2011,5167480760.9052,1368372594.541451
Maldives,2012,6443544483.3424,1701549081.685986
Maldives,2013,6742623191.6882,1774425307.8153617
Maldives,2014,8862896818.0788,2331828011.0990605
Mali,1990,58774807904.80601,21768699895.365326
Mali,1991,48867834694.256004,18612373593.111725
Mali,1992,49459440037.22799,18838929876.369377
Mali,1993,72745681426.37599,23462493867.282578
Mali,1994,73954573467.43799,23933421794.86408
Mali,1995,74696955697.60999,24207354727.51541
Mali,1996,75840716314.84,24634988336.70266
Mali,1997,76688731392.896,24936306746.88959
Mali,1998,78464102510.79199,25416361914.961647
Mali,1999,79322751800.554,25726342933.49535
Mali,2000,80185269947.368,26033369351.76856
Mali,2001,81036803690.976,26311444622.40108
Mali,2002,81882037388.73598,26588253268.584305
Mali,2003,61072760329.243996,22853676501.634712
Mali,2004,61946464893.096,23167382624.955856
Mali,2005,74758288647.23999,23690669420.778748
Mali,2006,63729522647.159996,23802653194.63086
Mali,2007,64818710491.976,24174377588.18856
Mali,2008,77793548460.46799,24740301757.09328
Mali,2009,65221044480.888,24440194110.125885
Mali,2010,66753205073.287994,24951751325.241314
Mali,2011,67877776035.48798,25325117721.484142
Mali,2012,68356991541.88799,25527829857.850674
Mali,2013,67575238746.74799,25122282884.151623
Mali,2014,83780936455.6,30491711581.035904
Malta,1990,12355684417.0,3478392991.58428
Malta,1991,12640314552.2,3505460898.1766477
Malta,1992,12756984040.449999,3515138576.143807
Malta,1993,14424525557.9,4033513985.347146
Malta,1994,13247813821.3,3635110427.262122
Malta,1995,11960924617.699999,3157907700.655938
Malta,1996,11946190112.4,3111271590.1155396
Malta,1997,12916940863.399998,3377122739.0754037
Malta,1998,12036370629.7,3134827381.888622
Malta,1999,13439725779.849998,3503711164.782323
Malta,2000,19272618159.05,5153014090.418507
Malta,2001,20947434377.11,5641102223.285614
Malta,2002,20951324546.0,5618078538.387363
Malta,2003,24159717201.689995,6501779793.868499
Malta,2004,25209695835.676003,6793888380.690924
Malta,2005,21989409906.606003,5873045826.817083
Malta,2006,22456939396.866,6004817159.774574
Malta,2007,24219040778.013996,6503521440.497748
Malta,2008,25019656692.774002,6700729414.754504
Malta,2009,26774655063.482002,7199378016.081079
Malta,2010,31078223601.503902,8432825811.151188
Malta,2011,30178297522.441,8163524024.435982
Malta,2012,29204854178.022003,7868600551.621683
Malta,2013,30104134676.794407,8125665699.522031
Malta,2014,29730803842.541283,8017519770.328086
Marshall Islands,1992,284253699.55572605,70700842.03044587
Marshall Islands,1993,306118038.32496405,76139035.59324782
Marshall Islands,1994,324171667.901192,80640867.31221077
Marshall Islands,1995,341185317.756548,84862840.48828706
Marshall Islands,1996,346292229.21540797,86130190.3618663
Marshall Islands,1997,343640398.962834,85470042.84089863
Marshall Islands,1998,354219602.728414,88103066.5742162
Marshall Islands,1999,347985156.638638,86550117.1314575
Marshall Islands,2000,383658367.3083,95428068.12266354
Marshall Islands,2001,398060140.0786,99009555.17515126
Marshall Islands,2002,434848523.9004,108160869.26159763
Marshall Islands,2003,421477154.4922,104829933.75385103
Marshall Islands,2004,443101778.983,110212530.2043253
Marshall Islands,2005,439321637.71,109266574.187761
Marshall Islands,2006,458350820.0,114431877.142
Marshall Islands,2007,477243528.0,119961332.28480001
Marshall Islands,2008,475083639.78000003,119647329.964798
Marshall Islands,2009,486718203.84000003,122689014.75334401
Marshall Islands,2010,496229323.36,125337557.016176
Marshall Islands,2011,483229323.36,122997557.016176
Marshall Islands,2012,474766950.96000004,120810080.47333601
Marshall Islands,2013,487833623.36,123800632.016176
Marshall Islands,2014,482267150.96000004,122160130.47333601
Martinique,1990,18724073528.73,5123302051.813341
Martinique,1991,18835561811.565,5152596794.00345
Martinique,1992,19169004254.940998,5235385977.024083
Martinique,1993,19391444343.464,5287503237.402513
Martinique,1994,19455461151.433,5294971782.852797
Martinique,1995,19638380543.308,5336706501.7828865
Martinique,1996,19755896963.189,5363936454.872371
Martinique,1997,20274414245.25,5490173361.032084
Martinique,1998,20598425863.3054,5575449726.223549
Martinique,1999,20903567201.753605,5651100411.500191
Martinique,2000,20938418970.321404,5659825227.972459
Martinique,2001,21373620724.3894,5770571688.073217
Martinique,2002,21824690577.0228,5891131728.020592
Martinique,2003,22277982201.7892,6017857343.21067
Martinique,2004,22171099716.637997,5991068795.9510565
Martinique,2005,22279920965.6594,6019585015.777991
Martinique,2006,21746484913.49761,5869255896.848416
Martinique,2007,21895043062.0014,5902720676.51836
Martinique,2008,22088794716.535202,5947230349.936792
Martinique,2009,22118969508.5506,5953175503.765439
Martinique,2010,22477003586.278397,6050031635.116741
Martinique,2011,23209705550.148804,6261134420.005955
Martinique,2012,23381667755.1558,6306958194.286097
Martinique,2013,23459847111.891396,6331271164.140444
Martinique,2014,24416250488.1018,6599669801.297925
Mauritania,1990,23216108190.336002,7918520096.861202
Mauritania,1991,23625828510.912,8062946208.055377
Mauritania,1992,24146860301.746002,8243298181.952665
Mauritania,1993,24481287508.851997,8360939887.353687
Mauritania,1994,24936644527.003998,8515533713.526519
Mauritania,1995,25518298048.115997,8696983269.443281
Mauritania,1996,26131018288.379997,8893549997.95862
Mauritania,1997,26491611139.704002,9026598512.565508
Mauritania,1998,21196904376.84,7558145849.130353
Mauritania,1999,21751427536.141994,7762028350.071215
Mauritania,2000,33915143078.544003,11279632811.40049
Mauritania,2001,34680259556.4474,11532064507.979605
Mauritania,2002,35570968374.9422,11815432985.790453
Mauritania,2003,36188004526.92761,12038726332.60489
Mauritania,2004,189902934017.14117,55949619425.97393
Mauritania,2005,190571731118.134,56195654919.41302
Mauritania,2006,191026175732.77402,56369526120.76008
Mauritania,2007,495864882860.85596,118813276693.64417
Mauritania,2008,497002249242.30396,119176006939.75461
Mauritania,2009,194870112871.54,57572387336.53665
Mauritania,2010,195424309916.5,57794893041.67828
Mauritania,2011,196555996896.24,58147487409.18663
Mauritania,2012,198118756381.69998,58623322387.2088
Mauritania,2013,198668193272.59995,58834653306.07921
Mauritania,2014,376921542546.6254,84884280795.85391
Mauritius,1990,11998717977.160002,2403045390.9235063
Mauritius,1991,12137762215.48,2438109528.2750154
Mauritius,1992,13167158792.0,2657484075.61406
Mauritius,1993,13797936053.720001,2819907371.903981
Mauritius,1994,14003766772.84,2779672708.850662
Mauritius,1995,15141757670.28,3014998882.5981474
Mauritius,1996,14754910106.2,3010093858.6385603
Mauritius,1997,17227885156.72,3397759228.4588456
Mauritius,1998,17775381908.25,3742623149.9572077
Mauritius,1999,17353224702.54,3928300926.066132
Mauritius,2000,19140444587.579998,4316757748.381529
Mauritius,2001,20750736504.82,4735300776.157183
Mauritius,2002,20183643788.939995,4620925677.073595
Mauritius,2003,20469230310.32,4676526146.627621
Mauritius,2004,21357415342.260002,4883364261.257268
Mauritius,2005,22353526721.82,5208637902.712287
Mauritius,2006,22854258661.599995,5408416333.284211
Mauritius,2007,24680070647.859997,5992682998.52862
